Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48
1,Kareem Abdul-Jabbar,24,MIL,81.0,581.0,900,0.646,81,44.2,34.8,16.6,4.6,,.574,,.689,25.4,.340
2,Jerry West,33,LAL,44.0,393.0,900,0.437,77,38.6,25.8,4.2,9.7,,.477,,.814,13.3,.216
3,Wilt Chamberlain,35,LAL,36.0,294.0,900,0.327,82,42.3,14.8,19.2,4.0,,.649,,.422,15.8,.219
4,John Havlicek,31,BOS,1.0,65.0,900,0.072,82,45.1,27.5,8.2,7.5,,.458,,.834,12.4,.162
5,Spencer Haywood,22,SEA,2.0,49.0,900,0.054,73,43.4,26.2,12.7,2.0,,.461,,.819,8.7,.131
6,Bob Love,29,CHI,1.0,29.0,900,0.032,79,39.3,25.8,6.6,1.6,,.442,,.784,7.5,.115
7,Dave Cowens,23,BOS,2.0,28.0,900,0.031,79,40.3,18.8,15.2,3.1,,.484,,.720,10.4,.156
8,Nate Thurmond,30,GSW,1.0,24.0,900,0.027,78,43.1,21.4,16.1,2.9,,.432,,.743,9.0,.128
9,Bob Lanier,23,DET,2.0,21.0,900,0.023,80,38.7,25.7,14.2,3.1,,.493,,.768,8.4,.130
10,Dave DeBusschere,31,NYK,1.0,20.0,900,0.022,80,38.4,15.4,11.3,3.6,,.427,,.728,4.8,.075
11,Walt Frazier,26,NYK,1.0,19.0,900,0.021,77,40.6,23.2,6.7,5.8,,.512,,.808,14.5,.223
12,Archie Clark,30,TOT,0.0,17.0,900,0.019,77,42.7,25.2,3.5,8.0,,.470,,.771,11.0,.160
13,Jerry Lucas,31,NYK,0.0,14.0,900,0.016,77,38.0,16.7,13.1,4.1,,.512,,.791,11.2,.184
14,Paul Silas,28,PHO,1.0,11.0,900,0.012,80,38.5,17.5,11.9,4.3,,.470,,.773,11.0,.172
15T,Tiny Archibald,23,CIN,2.0,10.0,900,0.011,76,43.1,28.2,2.9,9.2,,.486,,.822,12.9,.189
15T,Oscar Robertson,33,MIL,1.0,10.0,900,0.011,64,37.3,17.4,5.0,7.7,,.472,,.836,8.3,.167
17T,Connie Hawkins,29,PHO,1.0,5.0,900,0.006,76,36.8,21.0,8.3,3.9,,.459,,.807,9.6,.165
17T,Elvin Hayes,26,HOU,1.0,5.0,900,0.006,82,42.2,25.2,14.6,3.3,,.434,,.649,7.3,.101
17T,Cazzie Russell,27,GSW,1.0,5.0,900,0.006,79,36.7,21.4,5.4,3.1,,.455,,.833,7.3,.120
17T,Sidney Wicks,22,POR,1.0,5.0,900,0.006,82,39.6,24.5,11.5,4.3,,.427,,.710,2.3,.034
21T,Billy Cunningham,28,PHI,0.0,3.0,900,0.003,75,38.7,23.3,12.2,5.9,,.461,,.712,8.3,.137
21T,Gail Goodrich,28,LAL,0.0,3.0,900,0.003,82,37.1,25.9,3.6,4.5,,.487,,.850,12.3,.194
21T,Pete Maravich,24,ATL,0.0,3.0,900,0.003,66,34.9,19.3,3.9,6.0,,.427,,.811,4.2,.088
21T,Jerry Sloan,29,CHI,0.0,3.0,900,0.003,82,37.0,16.2,8.4,2.6,,.444,,.660,7.2,.114
25T,Walt Bellamy,32,ATL,0.0,1.0,900,0.001,82,38.9,18.6,12.8,3.2,,.545,,.585,10.3,.155
25T,Bill Bradley,28,NYK,0.0,1.0,900,0.001,78,35.6,15.1,3.2,4.0,,.465,,.849,5.4,.094
25T,Fred Carter,26,TOT,0.0,1.0,900,0.001,79,28.0,13.6,4.1,2.7,,.438,,.621,1.8,.040
